nomor_struk,tgl_transaksi,kode_produk,nama_produk,jumlah_terjual,harga,total_nilai
INV-00000061,01-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00000061,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000061,01-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00000061,01-02-2025,SLCOKA,Selai Coklat Kacang,3,58500,175500
INV-00000062,01-02-2025,RAKP3S,Rak Plastik Susun 3,1,79500,79500
INV-00000062,01-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00000062,01-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00000062,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000062,01-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00000062,01-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00000062,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000062,01-02-2025,SUFORA,Susu Formula Anak (Box),1,57000,57000
INV-00000063,01-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00000063,01-02-2025,TISWJH,Tisu Wajah Pack Ganda,5,32500,162500
INV-00000063,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000063,01-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00000063,01-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00000063,01-02-2025,MIEIN5,Mi Instan (Isi 5),4,19000,76000
INV-00000063,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000063,01-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00000063,01-02-2025,HDPCON,Headphone Kabel Standar,1,97500,97500
INV-00000063,01-02-2025,RAKP3S,Rak Plastik Susun 3,3,79500,238500
INV-00000064,01-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00000064,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000064,01-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00000065,01-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00000065,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000065,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000066,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000066,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,6,27500,165000
INV-00000066,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000066,01-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00000066,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000067,01-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00000067,01-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00000067,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00000067,01-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00000068,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00000069,01-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00000069,01-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00000069,01-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00000069,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000069,01-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00000069,01-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00000069,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000069,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000069,01-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00000070,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000070,01-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00000070,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000070,01-02-2025,BTLPLT,Botol Minum Plastik,3,47000,141000
INV-00000070,01-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00000070,01-02-2025,SPKBT,Speaker Bluetooth Portabel,2,98500,197000
INV-00000070,01-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00000071,01-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00000071,01-02-2025,VITC30,Vitamin C (Botol Isi 30),4,58000,232000
INV-00000071,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000072,01-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00000072,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000072,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000072,01-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00000072,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,4,27500,110000
INV-00000072,01-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00000072,01-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00000072,01-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00000073,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000073,01-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00000073,01-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00000073,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000074,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000074,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000075,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000075,01-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00000075,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000075,01-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00000075,01-02-2025,SPONCP,Spons Cuci Piring,1,26500,26500
INV-00000075,01-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00000075,01-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00000075,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00000076,01-02-2025,TPTRG1,Tepung Terigu 1kg,3,10500,31500
INV-00000076,01-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00000076,01-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00000076,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000076,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000076,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000077,01-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00000077,01-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00000077,01-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00000077,01-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00000077,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000077,01-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00000078,01-02-2025,BATAA4,Baterai AA (Isi 4),3,15500,46500
INV-00000078,01-02-2025,DEOSPR,Deodoran Spray,1,49500,49500
INV-00000078,01-02-2025,KBLCHG,Kabel Data Fast Charge,5,59000,295000
INV-00000078,01-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00000078,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000078,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000078,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,5,27500,137500
INV-00000078,01-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00000079,01-02-2025,WDHMA K,Wadah Penyimpanan Makanan,4,78000,312000
INV-00000079,01-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00000079,01-02-2025,SPKBT,Speaker Bluetooth Portabel,1,98500,98500
INV-00000079,01-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00000079,01-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00000079,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000080,01-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00000080,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000080,01-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00000080,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,4,27500,110000
INV-00000080,01-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00000080,01-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00000080,01-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00000080,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000081,01-02-2025,KBLCHG,Kabel Data Fast Charge,7,59000,413000
INV-00000081,01-02-2025,MIEIN5,Mi Instan (Isi 5),3,19000,57000
INV-00000081,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000081,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000081,01-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00000081,01-02-2025,SLCOKA,Selai Coklat Kacang,2,58500,117000
INV-00000081,01-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00000081,01-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00000081,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000081,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000082,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000082,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000082,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000082,01-02-2025,HNDKMD,Handuk Mandi Sedang,3,42000,126000
INV-00000083,01-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00000083,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000083,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000083,01-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00000083,01-02-2025,VITC30,Vitamin C (Botol Isi 30),3,58000,174000
INV-00000084,01-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00000084,01-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00000084,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000084,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000084,01-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00000084,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000084,01-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00000084,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000085,01-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00000085,01-02-2025,SPONCP,Spons Cuci Piring,1,26500,26500
INV-00000085,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000085,01-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00000085,01-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00000085,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000085,01-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00000085,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00000085,01-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00000085,01-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00000086,01-02-2025,DEOSPR,Deodoran Spray,1,49500,49500
INV-00000086,01-02-2025,SPONCP,Spons Cuci Piring,4,26500,106000
INV-00000086,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000086,01-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00000086,01-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00000086,01-02-2025,BANTAL,Bantal Tidur Silikon,3,66500,199500
INV-00000086,01-02-2025,KOSPLN,Kaos Polos Katun,2,53500,107000
INV-00000087,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000087,01-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00000087,01-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00000087,01-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00000088,01-02-2025,SLCOKA,Selai Coklat Kacang,1,58500,58500
INV-00000089,01-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00000089,01-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00000089,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000089,01-02-2025,LED15W,Lampu LED Rumah 15W,3,63000,189000
INV-00000089,01-02-2025,TRMS50,Termos Air Panas 500ml,2,81000,162000
INV-00000089,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000089,01-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00000089,01-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00000089,01-02-2025,KBLCHG,Kabel Data Fast Charge,4,59000,236000
INV-00000089,01-02-2025,MSWRLS,Mouse Wireless,4,75000,300000
INV-00000090,01-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00000090,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000090,01-02-2025,PYGLPT,Payung Lipat Standar,6,40000,240000
INV-00000090,01-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00000090,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000090,01-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00000090,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00000090,01-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00000090,01-02-2025,BATAA4,Baterai AA (Isi 4),4,15500,62000
INV-00000091,01-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00000091,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00000091,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000091,01-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00000091,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,3,27500,82500
INV-00000091,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000091,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000091,01-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00000092,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000092,01-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00000092,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000092,01-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00000092,01-02-2025,DISF1L,Cairan Disinfektan 1L,5,60500,302500
INV-00000092,01-02-2025,JASHJN,Jas Hujan Plastik,2,70500,141000
INV-00000093,01-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00000093,01-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00000093,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000093,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000093,01-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00000093,01-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00000094,01-02-2025,SNKKPT,Snack Keripik Kentang,3,20500,61500
INV-00000094,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000094,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000094,01-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00000094,01-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00000094,01-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00000094,01-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00000094,01-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00000094,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00000095,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000095,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000095,01-02-2025,BANTAL,Bantal Tidur Silikon,3,66500,199500
INV-00000095,01-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00000096,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000097,01-02-2025,GRMDAP,Garam Dapur (3 Pack),3,10500,31500
INV-00000097,01-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00000097,01-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00000097,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000097,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000097,01-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00000097,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000097,01-02-2025,PWBNK5,Powerbank 5000mAh,4,97500,390000
INV-00000098,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000098,01-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00000098,01-02-2025,MSWRLS,Mouse Wireless,3,75000,225000
INV-00000098,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000098,01-02-2025,SPONCP,Spons Cuci Piring,1,26500,26500
INV-00000098,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000098,01-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00000098,01-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00000098,01-02-2025,GRMDAP,Garam Dapur (3 Pack),2,10500,21000
INV-00000098,01-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00000099,01-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00000099,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000099,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000099,01-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00000099,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000099,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00000100,01-02-2025,MARGRN,Margarin Serbaguna,6,18000,108000
INV-00000100,01-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00000100,01-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00000100,01-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00000100,01-02-2025,KIPASM,Kipas Angin Meja Kecil,3,49500,148500
INV-00000100,01-02-2025,KSETAS,Keset Kaki Anti-Slip,1,70000,70000
INV-00000100,01-02-2025,TRMS50,Termos Air Panas 500ml,2,81000,162000
INV-00000100,01-02-2025,GULP2K,Gula Pasir 2kg,2,44500,89000
INV-00000100,01-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00000100,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000101,01-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00000101,01-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00000101,01-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00000101,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000101,01-02-2025,SPONCP,Spons Cuci Piring,2,26500,53000
INV-00000101,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000101,01-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00000102,01-02-2025,CPDSNT,Celana Pendek Santai,2,67000,134000
INV-00000102,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000102,01-02-2025,MSWRLS,Mouse Wireless,5,75000,375000
INV-00000102,01-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00000103,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000103,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000103,01-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00000103,01-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00000103,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000103,01-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00000103,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00000103,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000103,01-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00000104,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00000104,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000105,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000105,01-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00000105,01-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00000105,01-02-2025,DEOSPR,Deodoran Spray,1,49500,49500
INV-00000105,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00000105,01-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00000106,01-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00000106,01-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00000106,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000106,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000106,01-02-2025,KBLCHG,Kabel Data Fast Charge,7,59000,413000
INV-00000107,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000107,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000107,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00000108,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000108,01-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00000108,01-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00000108,01-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00000108,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000108,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000108,01-02-2025,KBLCHG,Kabel Data Fast Charge,8,59000,472000
INV-00000108,01-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00000109,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00000109,01-02-2025,KBLCHG,Kabel Data Fast Charge,7,59000,413000
INV-00000109,01-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00000109,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,4,27500,110000
INV-00000109,01-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00000109,01-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00000109,01-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00000109,01-02-2025,SLCOKA,Selai Coklat Kacang,1,58500,58500
INV-00000109,01-02-2025,TPTRG1,Tepung Terigu 1kg,6,10500,63000
INV-00000109,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000110,01-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00000110,01-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00000110,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000110,01-02-2025,SPKBT,Speaker Bluetooth Portabel,5,98500,492500
INV-00000110,01-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00000110,01-02-2025,PANTEF,Panci Teflon Kecil,2,81500,163000
INV-00000110,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000110,01-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00000111,01-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00000111,01-02-2025,CPL2L,Cairan Pembersih Lantai 2L,5,27500,137500
INV-00000111,01-02-2025,WDHMA K,Wadah Penyimpanan Makanan,1,78000,78000
INV-00000111,01-02-2025,KOSPLN,Kaos Polos Katun,1,53500,53500
INV-00000111,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00000111,01-02-2025,KBLCHG,Kabel Data Fast Charge,4,59000,236000
INV-00000111,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),3,25000,75000
INV-00000111,01-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00000111,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000112,01-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00000112,01-02-2025,SUFORA,Susu Formula Anak (Box),2,57000,114000
INV-00000112,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00000112,01-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00000112,01-02-2025,TEKOLT,Teko Listrik,3,89000,267000
INV-00000112,01-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00000112,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000113,01-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00000113,01-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00000113,01-02-2025,MIEIN5,Mi Instan (Isi 5),3,19000,57000
INV-00000113,01-02-2025,SUFORA,Susu Formula Anak (Box),1,57000,57000
INV-00000113,01-02-2025,KBLCHG,Kabel Data Fast Charge,7,59000,413000
INV-00000113,01-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
